bacteria
0-100
Protein Id	Score	Localization	Gene Ontology Terms
tr|T2K4T5|T2K4T5_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAM5|T2KAM5_SALTM	94	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|T2K5R6|T2K5R6_SALTM	18	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4T2|T2K4T2_SALTM	93	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KFC4|T2KFC4_SALTM	100	periplasm	membrane GO:0016020(IEA); outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2KA81|T2KA81_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5X4|T2K5X4_SALTM	28	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K591|T2K591_SALTM	24	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KFF8|T2KFF8_SALTM	21	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K617|T2K617_SALTM	73	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K6I2|T2K6I2_SALTM	19	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDG4|T2KDG4_SALTM	78	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K794|T2K794_SALTM	22	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9A5|T2K9A5_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K632|T2K632_SALTM	98	cytoplasm	cytoplasm GO:0005737(IEA); nucleoid GO:0009295(IEA);
tr|T2K961|T2K961_SALTM	8	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K876|T2K876_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K974|T2K974_SALTM	97	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K613|T2K613_SALTM	87	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC06|T2KC06_SALTM	97	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2KAH8|T2KAH8_SALTM	17	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); peptidoglycan-based cell wall GO:0009274(IEA); plasma membrane GO:0005886(IEA);
tr|T2KB82|T2KB82_SALTM	23	periplasm	bacterial-type flagellum filament GO:0009420(IEA); periplasmic flagellum GO:0055040(IEA);
tr|T2K6C6|T2K6C6_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDL3|T2KDL3_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KA39|T2KA39_SALTM	34	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9M7|T2K9M7_SALTM	50	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5T7|T2K5T7_SALTM	93	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K2V0|T2K2V0_SALTM	86	periplasm	outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2KAA2|T2KAA2_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9V5|T2K9V5_SALTM	24	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2KCH7|T2KCH7_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KA68|T2KA68_SALTM	80	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9P2|T2K9P2_SALTM	26	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KCP5|T2KCP5_SALTM	22	cytoplasm	cytoplasm GO:0005737(NAS);
tr|T2K3U1|T2K3U1_SALTM	15	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDJ3|T2KDJ3_SALTM	94	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2J0|T2K2J0_SALTM	100	outer membrane	cell outer membrane GO:0009279(IEA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|T2KED5|T2KED5_SALTM	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8X1|T2K8X1_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7W4|T2K7W4_SALTM	96	inner membrane	integral to plasma membrane GO:0005887(IDA); plasma membrane respiratory chain complex I GO:0045272(IDA);
tr|T2K9V1|T2K9V1_SALTM	11	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K761|T2K761_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAX8|T2KAX8_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3A0|T2K3A0_SALTM	100	outer membrane	cell outer membrane GO:0009279(IEA); plasma membrane GO:0005886(IEA); pore complex GO:0046930(IEA);
tr|T2KAW3|T2KAW3_SALTM	95	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KB19|T2KB19_SALTM	96	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBW7|T2KBW7_SALTM	96	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC98|T2KC98_SALTM	96	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCS5|T2KCS5_SALTM	94	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9M9|T2K9M9_SALTM	90	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K4J1|T2K4J1_SALTM	18	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA);
tr|T2K4U9|T2K4U9_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K438|T2K438_SALTM	11	inner membrane	dimethyl sulfoxide reductase complex GO:0009390(IDA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5H6|T2K5H6_SALTM	92	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K839|T2K839_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDX5|T2KDX5_SALTM	56	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KD97|T2KD97_SALTM	97	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2R9|T2K2R9_SALTM	17	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KAA1|T2KAA1_SALTM	94	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K533|T2K533_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCF8|T2KCF8_SALTM	87	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAY4|T2KAY4_SALTM	40	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KFC6|T2KFC6_SALTM	93	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K445|T2K445_SALTM	88	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7K9|T2K7K9_SALTM	83	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5Z5|T2K5Z5_SALTM	93	periplasm	outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2KD98|T2KD98_SALTM	91	cytoplasm	cytosol GO:0005829(IDA);
tr|T2KC29|T2KC29_SALTM	95	periplasm	outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2KDF0|T2KDF0_SALTM	87	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KED9|T2KED9_SALTM	22	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8Z7|T2K8Z7_SALTM	33	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KFN5|T2KFN5_SALTM	22	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K935|T2K935_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDF9|T2KDF9_SALTM	14	inner membrane	integral to plasma membrane GO:0005887(IDA); internal side of plasma membrane GO:0009898(IDA);
tr|T2K6X1|T2K6X1_SALTM	23	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAV5|T2KAV5_SALTM	96	cytoplasm	cytoplasm GO:0005737(IEA); cytoskeleton GO:0005856(IEA);
tr|T2K382|T2K382_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDE8|T2KDE8_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KBP4|T2KBP4_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2X0|T2K2X0_SALTM	78	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KD38|T2KD38_SALTM	96	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K805|T2K805_SALTM	16	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K994|T2K994_SALTM	17	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); peptidoglycan-based cell wall GO:0009274(IEA); plasma membrane GO:0005886(IEA);
tr|T2K276|T2K276_SALTM	88	periplasm	cytosol GO:0005829(IDA); outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2KCA9|T2KCA9_SALTM	96	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3T7|T2K3T7_SALTM	93	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9H4|T2K9H4_SALTM	15	periplasm	membrane GO:0016020(IEA); outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2K5R1|T2K5R1_SALTM	100	secreted	host cell cytoplasm GO:0030430(IEA);
tr|T2K9K8|T2K9K8_SALTM	17	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K3L5|T2K3L5_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K237|T2K237_SALTM	5	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K5B3|T2K5B3_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2Q7|T2K2Q7_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K544|T2K544_SALTM	21	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|T2K3J9|T2K3J9_SALTM	7	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8M8|T2K8M8_SALTM	28	periplasm	membrane GO:0016020(IEA); outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2K6N8|T2K6N8_SALTM	86	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2KBY8|T2KBY8_SALTM	91	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KFW1|T2KFW1_SALTM	16	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K4R1|T2K4R1_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K278|T2K278_SALTM	99	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6R4|T2K6R4_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5N0|T2K5N0_SALTM	14	cytoplasm	cell wall GO:0005618(IDA); cytoplasm GO:0005737(IEA); plasma membrane GO:0005886(IDA);
tr|T2K8Z3|T2K8Z3_SALTM	34	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAZ2|T2KAZ2_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KER2|T2KER2_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDM8|T2KDM8_SALTM	20	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAP1|T2KAP1_SALTM	85	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K398|T2K398_SALTM	99	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9T6|T2K9T6_SALTM	92	cytoplasm	cytosol GO:0005829(IDA);
tr|T2K7K8|T2K7K8_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KB29|T2KB29_SALTM	30	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3I6|T2K3I6_SALTM	83	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K348|T2K348_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6E7|T2K6E7_SALTM	17	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K645|T2K645_SALTM	13	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5P7|T2K5P7_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7D5|T2K7D5_SALTM	88	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4F0|T2K4F0_SALTM	95	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA);
tr|T2KDF6|T2KDF6_SALTM	92	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KDY5|T2KDY5_SALTM	6	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K3D8|T2K3D8_SALTM	69	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K837|T2K837_SALTM	92	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAN7|T2KAN7_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8M3|T2K8M3_SALTM	84	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAA4|T2KAA4_SALTM	8	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2C3|T2K2C3_SALTM	100	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5Z1|T2K5Z1_SALTM	10	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K635|T2K635_SALTM	20	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K673|T2K673_SALTM	99	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KB12|T2KB12_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCS1|T2KCS1_SALTM	80	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3G9|T2K3G9_SALTM	89	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5F5|T2K5F5_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K900|T2K900_SALTM	97	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|T2KCT3|T2KCT3_SALTM	96	cytoplasm	HslUV protease complex GO:0009376(IEA); membrane GO:0016020(IDA);
tr|T2KDJ9|T2KDJ9_SALTM	100	periplasm	periplasmic space GO:0042597(IEA);
tr|T2KEI0|T2KEI0_SALTM	90	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBN3|T2KBN3_SALTM	22	periplasm	periplasmic space GO:0042597(IMP);
tr|T2K6H6|T2K6H6_SALTM	90	cytoplasm	tricarboxylic acid cycle enzyme complex GO:0045239(IEA);
tr|T2KBL9|T2KBL9_SALTM	36	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3A6|T2K3A6_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K4Z2|T2K4Z2_SALTM	9	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K3X4|T2K3X4_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAT1|T2KAT1_SALTM	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KAH6|T2KAH6_SALTM	46	secreted	extracellular region GO:0005576(IEA);
tr|T2K957|T2K957_SALTM	96	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7G5|T2K7G5_SALTM	75	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K8T0|T2K8T0_SALTM	95	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBQ0|T2KBQ0_SALTM	92	inner membrane	ATP-binding cassette (ABC) transporter complex GO:0043190(ISS); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9Z3|T2K9Z3_SALTM	90	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3S9|T2K3S9_SALTM	97	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6L5|T2K6L5_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7I3|T2K7I3_SALTM	18	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KA20|T2KA20_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7Q2|T2K7Q2_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4H6|T2K4H6_SALTM	13	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KCC8|T2KCC8_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9X8|T2K9X8_SALTM	25	cytoplasm	cytoplasm GO:0005737(IEA); Holliday junction resolvase complex GO:0048476(IDA);
tr|T2KCR4|T2KCR4_SALTM	92	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KF85|T2KF85_SALTM	12	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K4Q6|T2K4Q6_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCE6|T2KCE6_SALTM	82	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KB31|T2KB31_SALTM	24	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K3W9|T2K3W9_SALTM	50	periplasm	integral to external side of plasma membrane GO:0071575(ISA); periplasmic space GO:0042597(IDA);
tr|T2K273|T2K273_SALTM	96	cytoplasm	cytoplasm GO:0005737(IDA); membrane GO:0016020(IDA);
tr|T2KBE5|T2KBE5_SALTM	81	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDA8|T2KDA8_SALTM	47	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K3Z1|T2K3Z1_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K6T8|T2K6T8_SALTM	27	cytoplasm	cytoplasm GO:0005737(IEA); preribosome GO:0030684(IDA);
tr|T2KBH8|T2KBH8_SALTM	29	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KD00|T2KD00_SALTM	95	inner membrane	formate dehydrogenase complex GO:0009326(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K5E3|T2K5E3_SALTM	87	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q9S6C3|Q9S6C3_SALTM	36	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2M7|T2K2M7_SALTM	12	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAG7|T2KAG7_SALTM	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCT4|T2KCT4_SALTM	55	cytoplasm	cytoplasm GO:0005737(IDA);
tr|T2K7S1|T2K7S1_SALTM	16	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KCD4|T2KCD4_SALTM	10	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KB98|T2KB98_SALTM	92	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K904|T2K904_SALTM	25	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KFB4|T2KFB4_SALTM	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDM2|T2KDM2_SALTM	15	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2KF60|T2KF60_SALTM	83	cytoplasm	cytosol GO:0005829(IDA);
tr|T2KCG9|T2KCG9_SALTM	20	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K2Y7|T2K2Y7_SALTM	68	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(NAS); plasma membrane GO:0005886(IEA);
tr|T2K711|T2K711_SALTM	99	cytoplasm	cytoplasm GO:0005737(IEA); membrane GO:0016020(IDA);
tr|T2K316|T2K316_SALTM	96	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC01|T2KC01_SALTM	95	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDG8|T2KDG8_SALTM	100	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2KFC8|T2KFC8_SALTM	99	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|T2KDS0|T2KDS0_SALTM	94	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K7N8|T2K7N8_SALTM	36	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K7X1|T2K7X1_SALTM	13	cytoplasm	cytoplasm GO:0005737(IEA); membrane GO:0016020(IEA);
tr|T2K309|T2K309_SALTM	64	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KCU7|T2KCU7_SALTM	14	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8X9|T2K8X9_SALTM	93	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9P5|T2K9P5_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K4B5|T2K4B5_SALTM	95	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K424|T2K424_SALTM	86	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAV9|T2KAV9_SALTM	99	cytoplasm	cytoplasm GO:0005737(IEA); membrane GO:0016020(IBA);
tr|T2K4S1|T2K4S1_SALTM	85	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K6M3|T2K6M3_SALTM	15	periplasm	bacterial-type flagellum filament GO:0009420(IEA); periplasmic flagellum GO:0055040(IEA);
tr|T2K2W0|T2K2W0_SALTM	87	cytoplasm	cell division site GO:0032153(IDA); cytoplasm GO:0005737(IEA);
tr|T2K7G8|T2K7G8_SALTM	64	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9T7|T2K9T7_SALTM	43	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K7Z5|T2K7Z5_SALTM	47	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2K829|T2K829_SALTM	86	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2K3V6|T2K3V6_SALTM	88	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA);
tr|T2KBR6|T2KBR6_SALTM	94	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2KBA1|T2KBA1_SALTM	38	periplasm	periplasmic space GO:0042597(IEA);
tr|T2K5T2|T2K5T2_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBF3|T2KBF3_SALTM	81	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9H3|T2K9H3_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K9A6|T2K9A6_SALTM	14	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KAC0|T2KAC0_SALTM	58	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2KBB2|T2KBB2_SALTM	91	periplasm	cell division site GO:0032153(IEA); outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|T2KCX6|T2KCX6_SALTM	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8N5|T2K8N5_SALTM	9	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KEC8|T2KEC8_SALTM	91	periplasm	ATP-binding cassette (ABC) transporter complex GO:0043190(IEA); periplasmic space GO:0042597(IEA);
tr|T2K797|T2K797_SALTM	11	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K5V1|T2K5V1_SALTM	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K9X3|T2K9X3_SALTM	63	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KC80|T2KC80_SALTM	8	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KBX1|T2KBX1_SALTM	91	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|T2K5Y8|T2K5Y8_SALTM	82	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|T2K2E9|T2K2E9_SALTM	28	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA);
tr|T2K777|T2K777_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K2N6|T2K2N6_SALTM	72	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDN4|T2KDN4_SALTM	89	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K541|T2K541_SALTM	86	cytoplasm	citrate lyase complex GO:0009346(IEA);
tr|T2K4L9|T2K4L9_SALTM	93	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K408|T2K408_SALTM	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2KDL7|T2KDL7_SALTM	29	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|T2KEH9|T2KEH9_SALTM	15	cytoplasm	cytoplasm GO:0005737(IEA); type III protein secretion system complex GO:0030257(IEA);
tr|T2K7S8|T2K7S8_SALTM	9	cytoplasm	cytoplasm GO:0005737(IEA);
tr|T2K8V2|T2K8V2_SALTM	100	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|T2K3V7|T2K3V7_SALTM	86	inner membrane	integral to membrane GO:0016021(IBA); plasma membrane GO:0005886(IEA);
tr|T2K906|T2K906_SALTM	71	inner membrane	integral to plasma membrane GO:0005887(IEA);
